kecamatan,periode,jumlah_kasus
Cilincing,2020-03-01,12
Cilincing,2020-04-01,16
Cilincing,2020-05-01,13
Cilincing,2020-06-01,5
Cilincing,2020-07-01,7
Cilincing,2020-08-01,1
Cilincing,2020-09-01,1
Cilincing,2020-10-01,1
Cilincing,2020-11-01,1
Cilincing,2020-12-01,0
Cilincing,2021-01-01,1
Cilincing,2021-02-01,0
Cilincing,2021-03-01,4
Cilincing,2021-04-01,9
Cilincing,2021-05-01,12
Cilincing,2021-06-01,7
Cilincing,2021-07-01,5
Cilincing,2021-08-01,4
Cilincing,2021-09-01,0
Cilincing,2021-10-01,10
Cilincing,2021-11-01,9
Cilincing,2021-12-01,7
Cilincing,2022-01-01,21
Cilincing,2022-02-01,2
Cilincing,2022-03-01,14
Cilincing,2022-04-01,16
Cilincing,2022-05-01,61
Cilincing,2022-06-01,63
Cilincing,2022-07-01,63
Cilincing,2022-08-01,38
Cilincing,2022-09-01,24
Cilincing,2022-10-01,6
Cilincing,2022-11-01,10
Cilincing,2022-12-01,7
Cilincing,2023-01-01,12
Cilincing,2023-02-01,7
Cilincing,2023-03-01,33
Cilincing,2023-04-01,10
Cilincing,2023-05-01,15
Cilincing,2023-06-01,9
Cilincing,2023-07-01,5
Cilincing,2023-08-01,9
Cilincing,2023-09-01,5
Cilincing,2023-10-01,3
Cilincing,2023-11-01,10
Cilincing,2023-12-01,7
Cilincing,2024-01-01,14
Cilincing,2024-02-01,24
Cilincing,2024-03-01,45
Cilincing,2024-04-01,186
Cilincing,2024-05-01,210
Cilincing,2024-06-01,65
Cilincing,2024-07-01,25
Cilincing,2024-08-01,25
Cilincing,2024-09-01,19
Cilincing,2024-10-01,17
Cilincing,2024-11-01,16
Cilincing,2024-12-01,32
Cilincing,2025-01-01,31
Cilincing,2025-02-01,34
Cilincing,2025-03-01,54
Cilincing,2025-04-01,39
Cilincing,2025-05-01,66
Cilincing,2025-06-01,55
Cilincing,2025-07-01,35
Cilincing,2025-08-01,48
Cilincing,2025-09-01,34
Cilincing,2025-10-01,33
Cilincing,2025-11-01,22
Cilincing,2025-12-01,22
Cipayung,2010-01-01,34
Cipayung,2010-02-01,40
Cipayung,2010-03-01,45
Cipayung,2010-04-01,51
Cipayung,2010-05-01,34
Cipayung,2010-06-01,46
Cipayung,2010-07-01,28
Cipayung,2010-08-01,28
Cipayung,2010-09-01,21
Cipayung,2010-10-01,22
Cipayung,2010-11-01,36
Cipayung,2010-12-01,28
Cipayung,2011-01-01,22
Cipayung,2011-02-01,32
Cipayung,2011-03-01,14
Cipayung,2011-04-01,2
Cipayung,2011-05-01,2
Cipayung,2011-06-01,12
Cipayung,2011-07-01,5
Cipayung,2011-08-01,14
Cipayung,2011-09-01,5
Cipayung,2011-10-01,8
Cipayung,2011-11-01,7
Cipayung,2011-12-01,3
Cipayung,2012-01-01,8
Cipayung,2012-02-01,13
Cipayung,2012-03-01,35
Cipayung,2012-04-01,36
Cipayung,2012-05-01,28
Cipayung,2012-06-01,22
Cipayung,2012-07-01,7
Cipayung,2012-08-01,4
Cipayung,2012-09-01,3
Cipayung,2012-10-01,1
Cipayung,2012-11-01,6
Cipayung,2012-12-01,11
Cipayung,2013-01-01,36
Cipayung,2013-02-01,28
Cipayung,2013-03-01,28
Cipayung,2013-04-01,31
Cipayung,2013-05-01,36
Cipayung,2013-06-01,28
Cipayung,2013-07-01,41
Cipayung,2013-08-01,24
Cipayung,2013-09-01,22
Cipayung,2013-10-01,9
Cipayung,2013-11-01,4
Cipayung,2013-12-01,1
Cipayung,2014-01-01,24
Cipayung,2014-02-01,21
Cipayung,2014-03-01,22
Cipayung,2014-04-01,29
Cipayung,2014-05-01,23
Cipayung,2014-06-01,14
Cipayung,2014-07-01,20
Cipayung,2014-08-01,7
Cipayung,2014-09-01,13
Cipayung,2014-10-01,4
Cipayung,2014-11-01,2
Cipayung,2014-12-01,5
Cipayung,2015-01-01,13
Cipayung,2015-02-01,14
Cipayung,2015-03-01,16
Cipayung,2015-04-01,26
Cipayung,2015-05-01,22
Cipayung,2015-06-01,18
Cipayung,2015-07-01,8
Cipayung,2015-08-01,4
Cipayung,2015-09-01,3
Cipayung,2015-10-01,0
Cipayung,2015-11-01,3
Cipayung,2015-12-01,3
Cipayung,2016-01-01,14
Cipayung,2016-02-01,49
Cipayung,2016-03-01,68
Cipayung,2016-04-01,108
Cipayung,2016-05-01,73
Cipayung,2016-06-01,80
Cipayung,2016-07-01,31
Cipayung,2016-08-01,36
Cipayung,2016-09-01,42
Cipayung,2016-10-01,30
Cipayung,2016-11-01,37
Cipayung,2016-12-01,21
Cipayung,2017-01-01,14
Cipayung,2017-02-01,7
Cipayung,2017-03-01,14
Cipayung,2017-04-01,13
Cipayung,2017-05-01,7
Cipayung,2017-06-01,5
Cipayung,2017-07-01,3
Cipayung,2017-08-01,5
Cipayung,2017-09-01,0
Cipayung,2017-10-01,3
Cipayung,2017-11-01,3
Cipayung,2017-12-01,6
Cipayung,2018-01-01,4
Cipayung,2018-02-01,2
Cipayung,2018-03-01,4
Cipayung,2018-04-01,1
Cipayung,2018-05-01,2
Cipayung,2018-06-01,9
Cipayung,2018-07-01,8
Cipayung,2018-08-01,3
Cipayung,2018-09-01,0
Cipayung,2018-10-01,0
Cipayung,2018-11-01,5
Cipayung,2018-12-01,11
Cipayung,2019-01-01,50
Cipayung,2019-02-01,58
Cipayung,2019-03-01,95
Cipayung,2019-04-01,90
Cipayung,2019-05-01,64
Cipayung,2019-06-01,39
Cipayung,2019-07-01,13
Cipayung,2019-08-01,3
Cipayung,2019-09-01,7
Cipayung,2019-10-01,0
Cipayung,2019-11-01,3
Cipayung,2019-12-01,4
Cipayung,2020-01-01,9
Cipayung,2020-02-01,13
Cipayung,2020-03-01,38
Cipayung,2020-04-01,20
Cipayung,2020-05-01,23
Cipayung,2020-06-01,11
Cipayung,2020-07-01,5
Cipayung,2020-08-01,1
Cipayung,2020-09-01,2
Cipayung,2020-10-01,0
Cipayung,2020-11-01,4
Cipayung,2020-12-01,6
Cipayung,2021-01-01,6
Cipayung,2021-02-01,5
Cipayung,2021-03-01,11
Cipayung,2021-04-01,15
Cipayung,2021-05-01,16
Cipayung,2021-06-01,8
Cipayung,2021-07-01,1
Cipayung,2021-08-01,6
Cipayung,2021-09-01,1
Cipayung,2021-10-01,3
Cipayung,2021-11-01,1
Cipayung,2021-12-01,5
Cipayung,2022-01-01,15
Cipayung,2022-02-01,14
Cipayung,2022-03-01,13
Cipayung,2022-04-01,11
Cipayung,2022-05-01,19
Cipayung,2022-06-01,15
Cipayung,2022-07-01,23
Cipayung,2022-08-01,10
Cipayung,2022-09-01,7
Cipayung,2022-10-01,11
Cipayung,2022-11-01,4
Cipayung,2022-12-01,6
Cipayung,2023-01-01,14
Cipayung,2023-02-01,9
Cipayung,2023-03-01,8
Cipayung,2023-04-01,7
Cipayung,2023-05-01,2
Cipayung,2023-06-01,8
Cipayung,2023-07-01,3
Cipayung,2023-08-01,4
Cipayung,2023-09-01,5
Cipayung,2023-10-01,2
Cipayung,2023-11-01,4
Cipayung,2023-12-01,1
Cipayung,2024-01-01,12
Cipayung,2024-02-01,22
Cipayung,2024-03-01,49
Cipayung,2024-04-01,72
Cipayung,2024-05-01,64
Cipayung,2024-06-01,39
Cipayung,2024-07-01,15
Cipayung,2024-08-01,14
Cipayung,2024-09-01,7
Cipayung,2024-10-01,3
Cipayung,2024-11-01,4
Cipayung,2024-12-01,6
Cipayung,2025-01-01,16
Cipayung,2025-02-01,6
Cipayung,2025-03-01,12
Cipayung,2025-04-01,10
Cipayung,2025-05-01,14
Cipayung,2025-06-01,9
Cipayung,2025-07-01,17
Cipayung,2025-08-01,14
Cipayung,2025-09-01,14
Cipayung,2025-10-01,12
Cipayung,2025-11-01,13
Cipayung,2025-12-01,13
Ciracas,2010-01-01,39
Ciracas,2010-02-01,23
Ciracas,2010-03-01,48
Ciracas,2010-04-01,25
Ciracas,2010-05-01,37
Ciracas,2010-06-01,11
Ciracas,2010-07-01,20
Ciracas,2010-08-01,33
Ciracas,2010-09-01,21
Ciracas,2010-10-01,10
Ciracas,2010-11-01,22
Ciracas,2010-12-01,18
Ciracas,2011-01-01,17
Ciracas,2011-02-01,20
Ciracas,2011-03-01,16
Ciracas,2011-04-01,9
Ciracas,2011-05-01,4
Ciracas,2011-06-01,6
Ciracas,2011-07-01,9
Ciracas,2011-08-01,4
Ciracas,2011-09-01,8
Ciracas,2011-10-01,6
Ciracas,2011-11-01,4
Ciracas,2011-12-01,11
Ciracas,2012-01-01,19
Ciracas,2012-02-01,19
Ciracas,2012-03-01,40
Ciracas,2012-04-01,26
Ciracas,2012-05-01,21
Ciracas,2012-06-01,22
Ciracas,2012-07-01,14
Ciracas,2012-08-01,8
Ciracas,2012-09-01,4
Ciracas,2012-10-01,1
Ciracas,2012-11-01,1
Ciracas,2012-12-01,9
Ciracas,2013-01-01,24
Ciracas,2013-02-01,17
Ciracas,2013-03-01,26
Ciracas,2013-04-01,34
Ciracas,2013-05-01,20
Ciracas,2013-06-01,31
Ciracas,2013-07-01,22
Ciracas,2013-08-01,19
Ciracas,2013-09-01,15
Ciracas,2013-10-01,12
Ciracas,2013-11-01,9
Ciracas,2013-12-01,8
Ciracas,2014-01-01,20
Ciracas,2014-02-01,18
Ciracas,2014-03-01,16
Ciracas,2014-04-01,27
Ciracas,2014-05-01,14
Ciracas,2014-06-01,11
Ciracas,2014-07-01,16
Ciracas,2014-08-01,30
Ciracas,2014-09-01,10
Ciracas,2014-10-01,4
Ciracas,2014-11-01,2
Ciracas,2014-12-01,1
Ciracas,2015-01-01,10
Ciracas,2015-02-01,6
Ciracas,2015-03-01,10
Ciracas,2015-04-01,13
Ciracas,2015-05-01,16
Ciracas,2015-06-01,11
Ciracas,2015-07-01,5
Ciracas,2015-08-01,4
Ciracas,2015-09-01,1
Ciracas,2015-10-01,4
Ciracas,2015-11-01,5
Ciracas,2015-12-01,5
Ciracas,2016-01-01,30
Ciracas,2016-02-01,60
Ciracas,2016-03-01,78
Ciracas,2016-04-01,114
Ciracas,2016-05-01,68
Ciracas,2016-06-01,57
Ciracas,2016-07-01,34
Ciracas,2016-08-01,18
Ciracas,2016-09-01,37
Ciracas,2016-10-01,46
Ciracas,2016-11-01,59
Ciracas,2016-12-01,25
Ciracas,2017-01-01,26
Ciracas,2017-02-01,12
Ciracas,2017-03-01,9
Ciracas,2017-04-01,4
Ciracas,2017-05-01,4
Ciracas,2017-06-01,5
Ciracas,2017-07-01,5
Ciracas,2017-08-01,9
Ciracas,2017-09-01,4
Ciracas,2017-10-01,5
Ciracas,2017-11-01,7
Ciracas,2017-12-01,5
Ciracas,2018-01-01,10
Ciracas,2018-02-01,7
Ciracas,2018-03-01,12
Ciracas,2018-04-01,18
Ciracas,2018-05-01,8
Ciracas,2018-06-01,11
Ciracas,2018-07-01,22
Ciracas,2018-08-01,8
Ciracas,2018-09-01,3
Ciracas,2018-10-01,2
Ciracas,2018-11-01,4
Ciracas,2018-12-01,6
Ciracas,2019-01-01,44
Ciracas,2019-02-01,51
Ciracas,2019-03-01,64
Ciracas,2019-04-01,34
Ciracas,2019-05-01,79
Ciracas,2019-06-01,42
Ciracas,2019-07-01,21
Ciracas,2019-08-01,5
Ciracas,2019-09-01,0
Ciracas,2019-10-01,1
Ciracas,2019-11-01,3
Ciracas,2019-12-01,5
Ciracas,2020-01-01,10
Ciracas,2020-02-01,12
Ciracas,2020-03-01,25
Ciracas,2020-04-01,10
Ciracas,2020-05-01,22
Ciracas,2020-06-01,9
Ciracas,2020-07-01,7
Ciracas,2020-08-01,8
Ciracas,2020-09-01,2
Ciracas,2020-10-01,3
Ciracas,2020-11-01,7
Ciracas,2020-12-01,18
Ciracas,2021-01-01,12
Ciracas,2021-02-01,10
Ciracas,2021-03-01,7
Ciracas,2021-04-01,10
Ciracas,2021-05-01,26
Ciracas,2021-06-01,8
Ciracas,2021-07-01,3
Ciracas,2021-08-01,8
Ciracas,2021-09-01,2
Ciracas,2021-10-01,2
Ciracas,2021-11-01,4
Ciracas,2021-12-01,6
Ciracas,2022-01-01,13
Ciracas,2022-02-01,13
Ciracas,2022-03-01,9
Ciracas,2022-04-01,23
Ciracas,2022-05-01,24
Ciracas,2022-06-01,28
Ciracas,2022-07-01,29
Ciracas,2022-08-01,19
Ciracas,2022-09-01,16
Ciracas,2022-10-01,15
Ciracas,2022-11-01,13
Ciracas,2022-12-01,12
Ciracas,2023-01-01,17
Ciracas,2023-02-01,4
Ciracas,2023-03-01,6
Ciracas,2023-04-01,11
Ciracas,2023-05-01,11
Ciracas,2023-06-01,2
Ciracas,2023-07-01,8
Ciracas,2023-08-01,6
Ciracas,2023-09-01,4
Ciracas,2023-10-01,4
Ciracas,2023-11-01,4
Ciracas,2023-12-01,2
Ciracas,2024-01-01,7
Ciracas,2024-02-01,37
Ciracas,2024-03-01,66
Ciracas,2024-04-01,88
Ciracas,2024-05-01,92
Ciracas,2024-06-01,37
Ciracas,2024-07-01,27
Ciracas,2024-08-01,6
Ciracas,2024-09-01,9
Ciracas,2024-10-01,6
Ciracas,2024-11-01,7
Ciracas,2024-12-01,11
Ciracas,2025-01-01,16
Ciracas,2025-02-01,17
Ciracas,2025-03-01,19
Ciracas,2025-04-01,27
Ciracas,2025-05-01,31
Ciracas,2025-06-01,26
Ciracas,2025-07-01,42
Ciracas,2025-08-01,25
Ciracas,2025-09-01,13
Ciracas,2025-10-01,20
Ciracas,2025-11-01,17
Ciracas,2025-12-01,17
Duren Sawit,2010-01-01,72
Duren Sawit,2010-02-01,101
Duren Sawit,2010-03-01,108
Duren Sawit,2010-04-01,114
Duren Sawit,2010-05-01,71
Duren Sawit,2010-06-01,30
Duren Sawit,2010-07-01,48
Duren Sawit,2010-08-01,60
Duren Sawit,2010-09-01,62
Duren Sawit,2010-10-01,47
Duren Sawit,2010-11-01,92
Duren Sawit,2010-12-01,65
Duren Sawit,2011-01-01,84
Duren Sawit,2011-02-01,53
Duren Sawit,2011-03-01,37
Duren Sawit,2011-04-01,23
Duren Sawit,2011-05-01,20
Duren Sawit,2011-06-01,27
Duren Sawit,2011-07-01,20
Duren Sawit,2011-08-01,23
Duren Sawit,2011-09-01,15
Duren Sawit,2011-10-01,10
Duren Sawit,2011-11-01,13
Duren Sawit,2011-12-01,17
Duren Sawit,2012-01-01,18
Duren Sawit,2012-02-01,42
Duren Sawit,2012-03-01,44
Duren Sawit,2012-04-01,51
Duren Sawit,2012-05-01,37
Duren Sawit,2012-06-01,30
Duren Sawit,2012-07-01,37
Duren Sawit,2012-08-01,14
Duren Sawit,2012-09-01,11
Duren Sawit,2012-10-01,6
Duren Sawit,2012-11-01,4
Duren Sawit,2012-12-01,12
Duren Sawit,2013-01-01,33
Duren Sawit,2013-02-01,57
Duren Sawit,2013-03-01,79
Duren Sawit,2013-04-01,103
Duren Sawit,2013-05-01,77
Duren Sawit,2013-06-01,69
Duren Sawit,2013-07-01,60
Duren Sawit,2013-08-01,79
Duren Sawit,2013-09-01,41
Duren Sawit,2013-10-01,13
Duren Sawit,2013-11-01,12
Duren Sawit,2013-12-01,5
Duren Sawit,2014-01-01,41
Duren Sawit,2014-02-01,70
Duren Sawit,2014-03-01,73
Duren Sawit,2014-04-01,36
Duren Sawit,2014-05-01,36
Duren Sawit,2014-06-01,28
Duren Sawit,2014-07-01,12
Duren Sawit,2014-08-01,12
Duren Sawit,2014-09-01,13
Duren Sawit,2014-10-01,7
Duren Sawit,2014-11-01,0
Duren Sawit,2014-12-01,4
Duren Sawit,2015-01-01,15
Duren Sawit,2015-02-01,23
Duren Sawit,2015-03-01,51
Duren Sawit,2015-04-01,39
Duren Sawit,2015-05-01,21
Duren Sawit,2015-06-01,29
Duren Sawit,2015-07-01,14
Duren Sawit,2015-08-01,7
Duren Sawit,2015-09-01,3
Duren Sawit,2015-10-01,2
Duren Sawit,2015-11-01,2
Duren Sawit,2015-12-01,6
Duren Sawit,2016-01-01,45
Duren Sawit,2016-02-01,114
Duren Sawit,2016-03-01,184
Duren Sawit,2016-04-01,237
Duren Sawit,2016-05-01,109
Duren Sawit,2016-06-01,91
Duren Sawit,2016-07-01,41
Duren Sawit,2016-08-01,56
Duren Sawit,2016-09-01,39
Duren Sawit,2016-10-01,20
Duren Sawit,2016-11-01,32
Duren Sawit,2016-12-01,28
Duren Sawit,2017-01-01,29
Duren Sawit,2017-02-01,22
Duren Sawit,2017-03-01,29
Duren Sawit,2017-04-01,26
Duren Sawit,2017-05-01,27
Duren Sawit,2017-06-01,14
Duren Sawit,2017-07-01,11
Duren Sawit,2017-08-01,9
Duren Sawit,2017-09-01,5
Duren Sawit,2017-10-01,13
Duren Sawit,2017-11-01,4
Duren Sawit,2017-12-01,1
Duren Sawit,2018-01-01,6
Duren Sawit,2018-02-01,7
Duren Sawit,2018-03-01,10
Duren Sawit,2018-04-01,13
Duren Sawit,2018-05-01,35
Duren Sawit,2018-06-01,19
Duren Sawit,2018-07-01,8
Duren Sawit,2018-08-01,1
Duren Sawit,2018-09-01,1
Duren Sawit,2018-10-01,3
Duren Sawit,2018-11-01,3
Duren Sawit,2018-12-01,9
Duren Sawit,2019-01-01,32
Duren Sawit,2019-02-01,33
Duren Sawit,2019-03-01,53
Duren Sawit,2019-04-01,62
Duren Sawit,2019-05-01,107
Duren Sawit,2019-06-01,39
Duren Sawit,2019-07-01,13
Duren Sawit,2019-08-01,1
Duren Sawit,2019-09-01,1
Duren Sawit,2019-10-01,2
Duren Sawit,2019-11-01,2
Duren Sawit,2019-12-01,7
Duren Sawit,2020-01-01,9
Duren Sawit,2020-02-01,25
Duren Sawit,2020-03-01,43
Duren Sawit,2020-04-01,85
Duren Sawit,2020-05-01,35
Duren Sawit,2020-06-01,17
Duren Sawit,2020-07-01,1
Duren Sawit,2020-08-01,2
Duren Sawit,2020-09-01,1
Duren Sawit,2020-10-01,0
Duren Sawit,2020-11-01,0
Duren Sawit,2020-12-01,0
Duren Sawit,2021-01-01,2
Duren Sawit,2021-02-01,3
Duren Sawit,2021-03-01,3
Duren Sawit,2021-04-01,27
Duren Sawit,2021-05-01,26
Duren Sawit,2021-06-01,5
Duren Sawit,2021-07-01,7
Duren Sawit,2021-08-01,13
Duren Sawit,2021-09-01,5
Duren Sawit,2021-10-01,4
Duren Sawit,2021-11-01,5
Duren Sawit,2021-12-01,13
Duren Sawit,2022-01-01,21
Duren Sawit,2022-02-01,28
Duren Sawit,2022-03-01,46
Duren Sawit,2022-04-01,56
Duren Sawit,2022-05-01,53
Duren Sawit,2022-06-01,42
Duren Sawit,2022-07-01,27
Duren Sawit,2022-08-01,19
Duren Sawit,2022-09-01,5
Duren Sawit,2022-10-01,8
Duren Sawit,2022-11-01,15
Duren Sawit,2022-12-01,11
Duren Sawit,2023-01-01,14
Duren Sawit,2023-02-01,9
Duren Sawit,2023-03-01,6
Duren Sawit,2023-04-01,15
Duren Sawit,2023-05-01,16
Duren Sawit,2023-06-01,15
Duren Sawit,2023-07-01,15
Duren Sawit,2023-08-01,9
Duren Sawit,2023-09-01,4
Duren Sawit,2023-10-01,4
Duren Sawit,2023-11-01,2
Duren Sawit,2023-12-01,2
Duren Sawit,2024-01-01,3
Duren Sawit,2024-02-01,13
Duren Sawit,2024-03-01,37
Duren Sawit,2024-04-01,82
Duren Sawit,2024-05-01,103
Duren Sawit,2024-06-01,32
Duren Sawit,2024-07-01,0
Duren Sawit,2024-08-01,4
Duren Sawit,2024-09-01,2
Duren Sawit,2024-10-01,1
Duren Sawit,2024-11-01,1
Duren Sawit,2024-12-01,1
Duren Sawit,2025-01-01,6
Duren Sawit,2025-02-01,5
Duren Sawit,2025-03-01,16
Duren Sawit,2025-04-01,28
Duren Sawit,2025-05-01,28
Duren Sawit,2025-06-01,37
Duren Sawit,2025-07-01,47
Duren Sawit,2025-08-01,41
Duren Sawit,2025-09-01,12
Duren Sawit,2025-10-01,10
Duren Sawit,2025-11-01,5
Duren Sawit,2025-12-01,6
Gambir,2010-01-01,11
Gambir,2010-02-01,14
Gambir,2010-03-01,12
Gambir,2010-04-01,16
Gambir,2010-05-01,16
Gambir,2010-06-01,11
Gambir,2010-07-01,7
Gambir,2010-08-01,11
Gambir,2010-09-01,8
Gambir,2010-10-01,3
Gambir,2010-11-01,15
Gambir,2010-12-01,14
Gambir,2011-01-01,4
Gambir,2011-02-01,4
Gambir,2011-03-01,3
Gambir,2011-04-01,2
Gambir,2011-05-01,3
Gambir,2011-06-01,6
Gambir,2011-07-01,0
Gambir,2011-08-01,4
Gambir,2011-09-01,2
Gambir,2011-10-01,3
Gambir,2011-11-01,4
Gambir,2011-12-01,3
Gambir,2012-01-01,2
Gambir,2012-02-01,6
Gambir,2012-03-01,5
Gambir,2012-04-01,4
Gambir,2012-05-01,8
Gambir,2012-06-01,4
Gambir,2012-07-01,5
Gambir,2012-08-01,3
Gambir,2012-09-01,3
Gambir,2012-10-01,2
Gambir,2012-11-01,1
Gambir,2012-12-01,0
Gambir,2013-01-01,1
Gambir,2013-02-01,9
Gambir,2013-03-01,7
Gambir,2013-04-01,15
Gambir,2013-05-01,5
Gambir,2013-06-01,4
Gambir,2013-07-01,6
Gambir,2013-08-01,5
Gambir,2013-09-01,1
Gambir,2013-10-01,2
Gambir,2013-11-01,2
Gambir,2013-12-01,1
Gambir,2014-01-01,3
Gambir,2014-02-01,4
Gambir,2014-03-01,4
Gambir,2014-04-01,2
Gambir,2014-05-01,2
Gambir,2014-06-01,1
Gambir,2014-07-01,1
Gambir,2014-08-01,1
Gambir,2014-09-01,5
Gambir,2014-10-01,2
Gambir,2014-11-01,0
Gambir,2014-12-01,1
Gambir,2015-01-01,0
Gambir,2015-02-01,1
Gambir,2015-03-01,9
Gambir,2015-04-01,5
Gambir,2015-05-01,5
Gambir,2015-06-01,1
Gambir,2015-07-01,0
Gambir,2015-08-01,0
Gambir,2015-09-01,1
Gambir,2015-10-01,0
Gambir,2015-11-01,1
Gambir,2015-12-01,0
Gambir,2016-01-01,5
Gambir,2016-02-01,11
Gambir,2016-03-01,11
Gambir,2016-04-01,15
Gambir,2016-05-01,14
Gambir,2016-06-01,7
Gambir,2016-07-01,6
Gambir,2016-08-01,2
Gambir,2016-09-01,7
Gambir,2016-10-01,6
Gambir,2016-11-01,3
Gambir,2016-12-01,2
Gambir,2017-01-01,2
Gambir,2017-02-01,2
Gambir,2017-03-01,2
Gambir,2017-04-01,0
Gambir,2017-05-01,1
Gambir,2017-06-01,1
Gambir,2017-07-01,0
Gambir,2017-08-01,0
Gambir,2017-09-01,0
Gambir,2017-10-01,1
Gambir,2017-11-01,0
Gambir,2017-12-01,0
Gambir,2018-01-01,0
Gambir,2018-02-01,1
Gambir,2018-03-01,2
Gambir,2018-04-01,0
Gambir,2018-05-01,2
Gambir,2018-06-01,0
Gambir,2018-07-01,0
Gambir,2018-08-01,0
Gambir,2018-09-01,0
Gambir,2018-10-01,0
Gambir,2018-11-01,1
Gambir,2018-12-01,0
Gambir,2019-01-01,1
Gambir,2019-02-01,5
Gambir,2019-03-01,13
Gambir,2019-04-01,7
Gambir,2019-05-01,4
Gambir,2019-06-01,2
Gambir,2019-07-01,2
Gambir,2019-08-01,0
Gambir,2019-09-01,0
Gambir,2019-10-01,0
Gambir,2019-11-01,0
Gambir,2019-12-01,0
Gambir,2020-01-01,0
Gambir,2020-02-01,7
Gambir,2020-03-01,4
Gambir,2020-04-01,5
Gambir,2020-05-01,3
Gambir,2020-06-01,0
Gambir,2020-07-01,0
Gambir,2020-08-01,0
Gambir,2020-09-01,0
Gambir,2020-10-01,0
Gambir,2020-11-01,0
Gambir,2020-12-01,0
Gambir,2021-01-01,0
Gambir,2021-02-01,0
Gambir,2021-03-01,1
Gambir,2021-04-01,0
Gambir,2021-05-01,1
Gambir,2021-06-01,1
Gambir,2021-07-01,0
Gambir,2021-08-01,1
Gambir,2021-09-01,0
Gambir,2021-10-01,1
Gambir,2021-11-01,0
Gambir,2021-12-01,0
Gambir,2022-01-01,2
Gambir,2022-02-01,1
Gambir,2022-03-01,2
Gambir,2022-04-01,3
Gambir,2022-05-01,1
Gambir,2022-06-01,4
Gambir,2022-07-01,3
Gambir,2022-08-01,4
Gambir,2022-09-01,2
Gambir,2022-10-01,1
Gambir,2022-11-01,0
Gambir,2022-12-01,1
Gambir,2023-01-01,1
Gambir,2023-02-01,2
Gambir,2023-03-01,0
Gambir,2023-04-01,2
Gambir,2023-05-01,1
Gambir,2023-06-01,2
Gambir,2023-07-01,1
Gambir,2023-08-01,0
Gambir,2023-09-01,0
Gambir,2023-10-01,0
Gambir,2023-11-01,0
Gambir,2023-12-01,0
Gambir,2024-01-01,1
Gambir,2024-02-01,1
Gambir,2024-03-01,8
Gambir,2024-04-01,8
Gambir,2024-05-01,5
Gambir,2024-06-01,0
Gambir,2024-07-01,1
Gambir,2024-08-01,1
Gambir,2024-09-01,0
Gambir,2024-10-01,0
Gambir,2024-11-01,0
Gambir,2024-12-01,0
Gambir,2025-01-01,6
Gambir,2025-02-01,5
Gambir,2025-03-01,7
Gambir,2025-04-01,4
Gambir,2025-05-01,3
Gambir,2025-06-01,2
Gambir,2025-07-01,1
Gambir,2025-08-01,3
Gambir,2025-09-01,4
Gambir,2025-10-01,1
Gambir,2025-11-01,2
Gambir,2025-12-01,0
Grogol Petamburan,2010-01-01,17
Grogol Petamburan,2010-02-01,20
Grogol Petamburan,2010-03-01,39
Grogol Petamburan,2010-04-01,51
Grogol Petamburan,2010-05-01,27
Grogol Petamburan,2010-06-01,19
Grogol Petamburan,2010-07-01,20
Grogol Petamburan,2010-08-01,20
Grogol Petamburan,2010-09-01,30
Grogol Petamburan,2010-10-01,22
Grogol Petamburan,2010-11-01,24
Grogol Petamburan,2010-12-01,18
Grogol Petamburan,2011-01-01,15
Grogol Petamburan,2011-02-01,6
Grogol Petamburan,2011-03-01,11
Grogol Petamburan,2011-04-01,9
Grogol Petamburan,2011-05-01,4
Grogol Petamburan,2011-06-01,4
Grogol Petamburan,2011-07-01,5
Grogol Petamburan,2011-08-01,15
Grogol Petamburan,2011-09-01,5
Grogol Petamburan,2011-10-01,3
Grogol Petamburan,2011-11-01,3
Grogol Petamburan,2011-12-01,6
Grogol Petamburan,2012-01-01,11
Grogol Petamburan,2012-02-01,15
Grogol Petamburan,2012-03-01,15
Grogol Petamburan,2012-04-01,8
Grogol Petamburan,2012-05-01,17
Grogol Petamburan,2012-06-01,18
Grogol Petamburan,2012-07-01,18
Grogol Petamburan,2012-08-01,12
Grogol Petamburan,2012-09-01,11
Grogol Petamburan,2012-10-01,5
Grogol Petamburan,2012-11-01,7
Grogol Petamburan,2012-12-01,1
Grogol Petamburan,2013-01-01,23
Grogol Petamburan,2013-02-01,16
Grogol Petamburan,2013-03-01,34
Grogol Petamburan,2013-04-01,44
Grogol Petamburan,2013-05-01,11
Grogol Petamburan,2013-06-01,12
Grogol Petamburan,2013-07-01,16
Grogol Petamburan,2013-08-01,22
Grogol Petamburan,2013-09-01,11
Grogol Petamburan,2013-10-01,7
Grogol Petamburan,2013-11-01,9
Grogol Petamburan,2013-12-01,4
Grogol Petamburan,2014-01-01,20
Grogol Petamburan,2014-02-01,22
Grogol Petamburan,2014-03-01,66
Grogol Petamburan,2014-04-01,44
Grogol Petamburan,2014-05-01,56
Grogol Petamburan,2014-06-01,41
Grogol Petamburan,2014-07-01,15
Grogol Petamburan,2014-08-01,19
Grogol Petamburan,2014-09-01,10
Grogol Petamburan,2014-10-01,8
Grogol Petamburan,2014-11-01,1
Grogol Petamburan,2014-12-01,4
Grogol Petamburan,2015-01-01,6
Grogol Petamburan,2015-02-01,19
Grogol Petamburan,2015-03-01,48
Grogol Petamburan,2015-04-01,39
